isJunction,isValid,locationType,stopDesc,stopId,stopLat,stopLon,stopName
N,Y,STOP,,654,22.531588,88.256468,AKRA RABINDRANAGAR STAND
N,Y,STOP,,657,22.524214,88.282518,PAHARPUR
N,Y,STOP,,658,22.523759,88.290887,NATURE PARK
Y,Y,TERMINAL,,659,22.762218,88.418441,NILGUNGE BUS DEPOT
N,Y,STOP,,660,22.767501,88.395353,KANTHALIA BUS STAND
N,Y,STOP,,661,22.741559,88.372597,TITAGARH
N,Y,STOP,,662,22.726291,88.373466,KHARDAH MUNICIPALITY
N,Y,STOP,,664,22.666804,88.376556,RATHTALA (BT ROAD)
N,Y,STOP,,666,22.60347,88.37849,RG KAR HOSPITAL
N,Y,STOP,,669,22.655679,88.321433,RAJ CHANDRA PUR
N,Y,STOP,,671,22.653898,88.412842,ADARSHA NAGAR
N,Y,STOP,,672,22.568376,88.357321,AIR INDIA
N,Y,STOP,,673,22.565315,88.351548,ESPLANADE (KC DAS)
N,Y,STOP,,676,22.614441,88.37334,COSSIPORE
N,Y,STOP,,679,22.767062,88.38328,JAFARPUR
N,Y,STOP,,680,22.766773,88.378555,CHANDAN PUKUR
N,Y,STOP,,681,22.767072,88.373592,SHIV MANDIR (NILGUNJE ROAD)
N,Y,STOP,,682,22.752088,88.370341,BN BOSE HOSPITAL
N,Y,STOP,,683,22.749966,88.372009,TALPUKUR (BARRACKPORE)
N,Y,STOP,,684,22.700826,88.374827,SODEPUR
N,Y,STOP,,685,22.691271,88.375319,BENGAL CHEMICAL (PANIHATI)
N,Y,STOP,,690,22.600679,88.369945,MANINDRA CHANDRA COLLEGE
N,Y,STOP,,719,22.493645,88.371662,KPC HOSPITAL
N,Y,STOP,,720,22.542162,88.286406,HARIMOHAN GHOSH COLLEGE (SAILASREE)
N,Y,STOP,,722,22.538585,88.293219,ASBESTOS MORE (ITC)
N,Y,STOP,,723,22.534889,88.301749,BRUK LANE
N,Y,STOP,,724,22.538585,88.317895,KHIDIRPUR TRAM DEPOT
N,Y,STOP,,725,22.538744,88.320073,FANCY MARKET
N,Y,STOP,,728,22.632309,88.224298,DOMJUR HOSPITAL MORE
N,Y,STOP,,730,22.762713,88.414994,BARRACKPORE STAND
N,Y,STOP,,736,22.513407,88.355944,LAKE ROAD
N,Y,STOP,,738,22.595979,88.400376,GOLA GHATA
N,Y,STOP,,739,22.592621,88.395226,DAKHINDARI
Y,Y,TERMINAL,,742,22.644632,88.439038,AIRPORT OLD BUS TERMINUS
N,Y,STOP,,747,22.503082,88.37867,SAHID NAGAR (KALIKAPUR)
N,Y,STOP,,748,22.487276,88.342295,KARUNAMOYEE STAND (TOLLYGUNGE)
N,Y,STOP,,749,22.580091,88.431232,ST6 SALT LAKE STAND
N,Y,STOP,,751,22.570819,88.368885,SURENDRANATH COLLEGE
N,Y,STOP,,755,22.520283,88.399016,TEGORE PARK
N,Y,STOP,,757,22.675002,88.457713,GANGA NAGAR (JULIEN DAY SCHOOL)
N,Y,STOP,,761,22.460766,88.395296,SAHA PARA (FARTABAD)
N,Y,STOP,,763,22.443934,88.394239,MANDIR GATE (NARENDRAPUR)
N,Y,STOP,,765,22.41242,88.418299,HARAHARITALA
N,Y,STOP,,766,22.408532,88.420788,KEDAR ASHRAM
N,Y,STOP,,767,22.398801,88.419994,PANCHABATI
N,Y,STOP,,768,22.384139,88.420702,KHASHMALLIK BUS STOP
N,Y,STOP,,770,22.565161,88.370677,SEALDAH (BR SINGH HOSPITAL)
N,Y,STOP,,771,22.508508,88.518263,LEATHER COMPLEX 2
N,Y,STOP,,772,22.507478,88.531138,KARAI DANGA
N,Y,STOP,,773,22.506486,88.537747,BHOJERHAT
N,Y,STOP,,774,22.497328,88.566714,PAGLAHAT
N,Y,STOP,,775,22.496852,88.595511,NALMURI
N,Y,STOP,,776,22.503116,88.615252,GHATAK PUKUR
N,Y,STOP,,777,22.512949,88.651215,CHANDI MORE (GHATAKPUKUR)
N,Y,STOP,,778,22.522701,88.688894,GHUSIGHATA
N,Y,STOP,,779,22.514297,88.712155,BAMAN PUKUR
N,Y,STOP,,780,22.50817,88.727295,MINAKHAN
N,Y,STOP,,782,22.507953,88.769919,MALANCHA (NORTH 24 PGS)
N,Y,STOP,,792,22.474384,88.339462,HARIDEBPUR SPORTING CLUB
N,Y,STOP,,793,22.470577,88.339419,KAORA PUKUR
N,Y,STOP,,794,22.459235,88.325375,KALI TALA (KABAR DANGA)
N,Y,STOP,,795,22.459056,88.320118,THAKURPUKUR CANCER HOSPITAL
N,Y,STOP,,796,22.458283,88.311192,BADAM TALA (THAKURPUKUR)
N,Y,STOP,,803,22.766673,88.369172,LAL KUTHI (BARACKPORE)
N,Y,STOP,,810,22.723258,88.478498,COLONY MORE
N,Y,STOP,,816,22.806218,88.511887,AMDANGA (BIRA ROAD)
N,Y,STOP,,823,22.901445,88.53928,GADAMARA
N,Y,STOP,,826,22.941447,88.544202,JAGULI
N,Y,STOP,,839,22.718664,88.48814,KAJI PARA (BARASAT)
N,Y,STOP,,848,22.695736,88.68804,BERACHAMPA
N,Y,STOP,,862,22.57602,88.01008,AMTA
N,Y,STOP,,865,22.572612,88.034371,CHAKHNA
N,Y,STOP,,873,22.563379,88.159125,RANIHATI
N,Y,STOP,,891,22.557436,88.084053,MANIK PUR
N,Y,STOP,,893,22.53803,88.309578,HIDE ROAD
N,Y,STOP,,894,22.538377,88.303549,6 NO DOCK GATE
N,Y,STOP,,897,22.545868,88.286522,RAMNAGAR (PAHARPUR ROAD)
N,Y,STOP,,900,22.507877,88.52447,LEATHER COMPLEX 3
N,Y,STOP,,901,22.516177,88.665182,GHOSH PARA (GHATAK PUKUR)
N,Y,STOP,,904,22.377431,88.423352,JOGI BATTALA
N,Y,STOP,,906,22.437737,88.398761,NARENDRAPUR (MISSION GATE)
N,Y,STOP,,946,22.29608,88.02768,SHYAMPUR
N,Y,STOP,,950,22.221952,88.039734,GADIARA
N,Y,STOP,,954,22.472469,88.014129,KULGACHI
N,Y,STOP,,962,22.618592,88.242518,MAKARDAHA
N,Y,STOP,,965,22.597051,88.365491,RAJA RAY BALLAV PARA
N,Y,STOP,,969,22.640419,88.377904,ANANYA CINEMA
N,Y,STOP,,980,22.763422,88.369965,DISHA EYE HOSPITAL (BARRACKPORE)
N,Y,STOP,,981,22.767032,88.372728,SUBHASH NAGAR COLONEY (SUBASH PALLY)
N,Y,STOP,,982,22.767082,88.376724,MASJID MORE (BARRACKPORE)
N,Y,STOP,,1001,22.53844,88.31602,4 NO DOCK HOSPITAL
N,Y,STOP,,1007,22.504487,88.367197,JODHPUR PARK
N,Y,STOP,,1014,22.606132,88.386814,BELGACHIA METRO
N,Y,STOP,,1017,22.56225,88.355186,NEW MARKET (ELITE CINEMA)
N,Y,STOP,,1023,22.607365,88.390898,DATTA BAGAN
Y,Y,TERMINAL,,1025,22.51222,88.409427,ANANDAPUR
N,Y,STOP,,1027,22.608315,88.395489,PATIPUKUR
N,Y,STOP,,1037,22.539539,88.286313,TARATALA ROAD & PAHARPUR ROAD (TIL)
N,Y,STOP,,1040,22.538629,88.290701,FATEHPUR (PAHARPUR ROAD)
N,Y,STOP,,1045,22.524309,88.270393,SANTOSHPUR RAILWAY STATION
N,Y,STOP,,1051,22.594194,88.3793,NARKEL DANGA
N,Y,STOP,,1063,22.554392,88.364314,JORA GIRJA
N,Y,STOP,,1080,22.539039,88.378595,TILJALA
N,Y,STOP,,1081,22.563791,88.35618,CHANDNI CHOWK (JYOTI CINEMA)
N,Y,STOP,,1082,22.572444,88.367839,PURABI CINEMA
N,Y,STOP,,1088,22.628691,88.392244,DUMDUM STATION
N,Y,STOP,,1089,22.578603,88.373786,RAJA BAZAR SCIENCE COLLEGE
N,Y,STOP,,1093,22.561364,88.358384,LOTUS CINEMA
N,Y,STOP,,1100,22.594242,88.38562,MUCHI BAZAR
N,Y,STOP,,1101,22.594192,88.378165,GOURI BARI
N,Y,STOP,,1108,22.571802,88.408341,13 NO TANK
N,Y,STOP,,1110,22.586627,88.402789,CA ISLAND
N,Y,STOP,,1113,22.564703,88.359336,HIND CINEMA
N,Y,STOP,,1114,22.58092,88.365735,THANTHANIA KALI BARI
N,Y,STOP,,1115,22.584179,88.366958,SREEMANI MARKET
N,Y,STOP,,1116,22.592788,88.370236,RUPBANI
N,Y,STOP,,1122,22.603626,88.37347,TALA POST OFFICE
N,Y,STOP,,1123,22.598558,88.374504,JORA PUKUR
N,Y,STOP,,1124,22.574635,88.373027,RAJA BAZAR TRAM DEPOT
N,Y,STOP,,1125,22.573035,88.372327,SEALDAH ESI HOSPITAL
Y,Y,TERMINAL,,1127,22.485865,88.4121,NAYABAD
N,Y,STOP,,1144,22.45751,88.308026,THAKURPUKUR JAMES LONG CROSSING
N,Y,STOP,,1152,22.536714,88.364848,BIRLA MANDIR
N,Y,STOP,,1153,22.525422,88.365985,GARIAHAT TRAM DEPOT
N,Y,STOP,,1154,22.649564,88.363369,ALAM BAZAR POST OFFICE
N,Y,STOP,,1155,22.647821,88.363015,ALAM BAZAR ZUBLI
N,Y,STOP,,1156,22.647345,88.36531,BARAHANAGAR MUNICIPLALITY (DESHBANDHU RAOD)
N,Y,STOP,,1157,22.646158,88.371877,RABINDRA BHABAN (BARAHANAGAR)
N,Y,STOP,,1158,22.645683,88.374828,MALLICK COLONY
N,Y,STOP,,1162,22.628621,88.371405,MANDIR BARI
N,Y,STOP,,1163,22.625818,88.371974,RATAN BABU ROAD / COSSIPORE UDDYAN BATI
N,Y,STOP,,1164,22.618895,88.373184,BIBI BAZAR
N,Y,STOP,,1174,22.479508,88.375992,BIG BAZAR (GANGULY BAGAN)
N,Y,STOP,,1185,22.495628,88.370859,JADAVPUR UNIVERSITY (8B BUS STAND)
N,Y,STOP,,1193,22.531054,88.352994,MOTOR VEHICLES
N,Y,STOP,,1203,22.503146,88.37993,GANGULY PUKUR
N,Y,STOP,,1206,22.503143,88.395705,ANANDA SANGHA BUS STAND
N,Y,STOP,,1233,22.533056,88.33095,KOTHARI HOSPITAL
N,Y,STOP,,1234,22.489386,88.27059,NATUNHAT (MOYNAGAR)
N,Y,STOP,,1258,22.679944,88.452271,BT COLLEGE (MADHYAMGRAM)
N,Y,STOP,,1309,22.55565,88.34473,FORT WILLIAM (WEST)
N,Y,STOP,,1312,22.640917,88.432121,AIRPORT GATE NO 1 (AUTO STAND)
N,Y,STOP,,1313,22.648547,88.435851,AIRPORT GATE NO 2
N,Y,STOP,,1315,22.662423,88.37851,SINDHU STORES (FEADER ROAD)
N,Y,STOP,,1317,22.660537,88.389753,BELGHORIA STATION
N,Y,STOP,,1318,22.664879,88.398701,CULTURE MORE
N,Y,STOP,,1319,22.664623,88.401675,NIMTA BAZAR
N,Y,STOP,,1329,22.506409,88.331792,BURA SHIBTALA
N,Y,STOP,,1340,22.520077,88.346536,KALIGHAT
N,Y,STOP,,1342,22.585958,88.217565,JALAN GATE 1
N,Y,STOP,,1343,22.585488,88.280513,SANTRAGACHI
N,Y,STOP,,1345,22.56733,88.341,NETAJI INDOOR STADIUM
N,Y,STOP,,1346,22.392119,88.084085,BAGANDA
N,Y,STOP,,1347,22.34775,88.035714,BARGRAM
N,Y,STOP,,1349,22.411252,88.093037,DHULASIMLA
N,Y,STOP,,1350,22.35987,88.056149,GARCHUMUK
N,Y,STOP,,1351,22.468136,88.104258,GORUHATA
N,Y,STOP,,1352,22.240697,88.038669,GURJOR PUR
N,Y,STOP,,1353,22.450728,88.108463,JAGADISHPUR
N,Y,STOP,,1354,22.443346,88.105716,KALINAGAR
N,Y,STOP,,1355,22.512066,88.135346,KHALISANI KALITALA
N,Y,STOP,,1356,22.320128,88.017339,KHARUBERIA
N,Y,STOP,,1357,22.272853,88.028294,LAXMI BAZAR
N,Y,STOP,,1358,22.376848,88.073689,MOHINI MORE
N,Y,STOP,,1359,22.428045,88.09795,MOUBESIA
N,Y,STOP,,1360,22.329108,88.021956,MOULA
N,Y,STOP,,1361,22.47619,88.096079,NEEMDIGHI
N,Y,STOP,,1362,-6.786582,39.166194,KIMARA TERMINAL
N,Y,STOP,,1363,-6.792713,39.210823,KIVUKONI TERMINAL
Y,Y,JUNCTION,,1377,22.566406,88.348434,ESPLANADE (RAJ BHABAN)
N,Y,STOP,,1378,22.570764,88.40395,SWABHUMI
Y,Y,JUNCTION,,1379,22.580275,88.440591,MAHISBATHAN
N,Y,STOP,,1380,22.57649,88.43939,215A BUS STAND
Y,Y,JUNCTION,,1381,22.57272,88.4382,GODREJ WATERSIDE
N,Y,STOP,,1382,22.567213,88.436171,GP BLOCK
N,Y,STOP,,1383,22.56792,88.43244,FIRE BRIGADE (SECTOR V)
Y,Y,TERMINAL,,1385,22.59577,88.486545,AMITY UNIVERSITY
N,Y,STOP,,1386,22.609671,88.402089,LAKE TOWN (JESSORE ROAD)
N,Y,STOP,,1387,22.568815,88.472345,JALAVAYU TOWER
N,Y,STOP,,1388,22.561582,88.464684,AQUATICA
N,Y,STOP,,1391,22.487119,88.278532,OXYTOWN
N,Y,STOP,,1392,22.638994,88.42818,HMV
N,Y,STOP,,1393,22.631418,88.422713,MALL ROAD
N,Y,STOP,,1394,22.630067,88.421461,CENTRAL JAIL
N,Y,STOP,,1395,22.628753,88.420532,MRINALINI
N,Y,STOP,,1396,22.626068,88.417674,CLIVE HOUSE
N,Y,STOP,,1397,22.615983,88.41213,DIAMOND CITY
N,Y,STOP,,1398,22.611157,88.409271,BANGUR (JESSORE ROAD)
N,Y,STOP,,1401,22.620876,88.455427,NABADIGANTA MORE
N,Y,STOP,,1402,22.65182,88.38544,PRAFULLA NAGAR
N,Y,STOP,,1403,22.594714,88.421017,SWIMING POOL (SALTLAKE)
N,Y,STOP,,1404,22.592614,88.415051,LALKUTHI (SALTLAKE)
N,Y,STOP,,1406,22.518128,88.333205,HIJRA MORE
N,Y,STOP,,1407,22.522199,88.330469,ALIPUR STATE BANK
N,Y,STOP,,1408,22.513049,88.353191,RABINDRA SAROBAR STADIUM
N,Y,STOP,,1423,22.563942,88.390647,DESHBANDHU (BELEGHATA)
N,Y,STOP,,1424,22.564988,88.385383,SARKAR BAZAR
N,Y,STOP,,1433,22.54529,88.352639,SHAKESPEARE SARANI/CAMAC STREET
N,Y,STOP,,1434,22.551063,88.354112,SHAKESPEARE SARANI/PARK STREET
N,Y,STOP,,1435,22.549371,88.356622,ST XAVIERS SCHOOL
N,Y,STOP,,1436,22.660335,88.383724,BELGHORIA POST OFFICE
N,Y,STOP,,1438,22.545037,88.380177,SHIBTALA MATH
N,Y,STOP,,1442,22.43272,87.86672,KOLAGHAT
N,Y,STOP,,1444,21.77117,87.73881,CONTAI / KANTHI
N,Y,STOP,,1445,21.623525,87.52414,DIGHA
N,Y,STOP,,1446,22.187672,87.918536,NANDAKUMAR
N,Y,STOP,,1447,23.687912,86.969033,ASANSOL
N,Y,STOP,,1449,23.666112,87.681372,BOLPUR BUS STAND
N,Y,STOP,,1451,23.535027,87.297585,CITY CENTER (DURGAPUR)
N,Y,STOP,,1452,23.453777,87.445955,DARJEELING MORE (PANAGARH)
N,Y,STOP,,1459,23.219643,87.899801,GT ROAD (ULLAS)
N,Y,STOP,,1460,23.627977,87.541553,ILLAMBAZAR
N,Y,STOP,,1461,23.837313,87.471617,KACHUJOR
N,Y,STOP,,1465,23.646899,87.099374,RANIGANJ (GT ROAD)/PUNJABI MORE
N,Y,STOP,,1467,23.903958,87.528666,SURI BUS STAND
N,Y,STOP,,1469,22.581348,88.349345,BRABOURNE ROAD
N,Y,STOP,,1471,23.210241,87.950742,SHAKTIGARH
N,Y,STOP,,1472,23.504074,87.353039,MUCHIPARA (DURGAPUR)
N,Y,STOP,,1474,22.563506,88.343747,EDEN GARDEN
N,Y,STOP,,1475,22.564313,88.346035,AKASHVANI BHAVAN
N,Y,STOP,,1476,22.972223,88.779263,HABRA
N,Y,STOP,,1478,22.52121,88.462469,ENGINEERING COLLEGE
N,Y,STOP,,1479,22.518395,88.470779,BAMUNGHATA
N,Y,STOP,,1481,22.583877,88.37878,CANAL WEST ROAD
N,Y,STOP,,1489,22.168781,88.252242,HATUGANJ
N,Y,STOP,,1490,22.08104,88.245197,KULPI
N,Y,STOP,,1491,22.032416,88.240991,KARANJALI
N,Y,STOP,,1492,21.98861,88.215457,NISCHINDAPUR
N,Y,STOP,,1493,21.874356,88.187601,KAKDWIP
N,Y,STOP,,1494,21.823032,88.226954,UKILER HUT
N,Y,STOP,,1495,21.766767,88.235881,NAMKHANA
N,Y,STOP,,1497,22.945895,88.544421,KALYANI MORE
N,Y,STOP,,1498,22.993836,88.545027,BIROHI
N,Y,STOP,,1499,23.033627,88.534745,SHIMURALI BUS STOP (CHAKDAHA)
N,Y,STOP,,1500,23.172288,88.557953,RANAGHAT
N,Y,STOP,,1501,23.194719,88.541057,HABIBPUR
N,Y,STOP,,1502,23.21883,88.506675,PHULIA
N,Y,STOP,,1503,23.270166,88.43699,SHANTIPUR
N,Y,STOP,,1504,23.318994,88.453895,DIGNAGAR
N,Y,STOP,,1505,23.406933,88.482554,COLLECTORI MORE BUS STOP
N,Y,STOP,,1506,23.402357,88.500096,KRISHNANAGAR
N,Y,STOP,,1507,23.51697,88.55363,CHAPRA
N,Y,STOP,,1508,23.616385,88.532165,BARA ANDULIA
N,Y,STOP,,1509,23.639982,88.530146,SONPUKAR
N,Y,STOP,,1510,23.72782,88.5339,TEHATTA
N,Y,STOP,,1511,23.805644,88.564016,BETAI
N,Y,STOP,,1512,23.867111,88.537047,NAZIRPUR
N,Y,STOP,,1513,23.886729,88.601739,KANTHALIA
N,Y,STOP,,1514,23.98194,88.627888,KARIMPUR WBTC BUS STAND
N,Y,STOP,,1515,22.681993,88.278068,KALIPUR MORE
N,Y,STOP,,1516,22.690438,88.264984,CHANDITALA MORE
N,Y,STOP,,1517,22.730516,88.208321,JANGAL PARA
N,Y,STOP,,1518,22.743183,88.187985,MOSAT
N,Y,STOP,,1519,22.771066,88.165487,SHEAKHALA
N,Y,STOP,,1520,22.789566,88.124363,SIPAI GACHI
N,Y,STOP,,1521,22.802079,88.079866,GAJAR MORE
N,Y,STOP,,1522,22.839101,87.971241,CHAMPA DANGA
N,Y,STOP,,1524,22.837118,87.899344,HARINKHOLA
N,Y,STOP,,1525,22.843485,87.866737,MAYAPUR
N,Y,STOP,,1526,22.876154,87.791259,GOURHATI MORE
N,Y,STOP,,1527,22.886177,87.784393,ARAMBAGH BUS STAND
N,Y,STOP,,1528,22.888531,87.702887,GOGHAT
N,Y,STOP,,1529,22.89533,87.659923,KAMARPUKUR
N,Y,STOP,,1530,22.924438,87.608614,JAYRAMBATI
N,Y,STOP,,1531,22.680935,88.297045,DANKUNI HOUSING
N,Y,STOP,,1532,22.57037,88.358213,CENTRAL METRO
N,Y,STOP,,1533,22.556098,88.383991,VAISAHLI
N,Y,STOP,,1535,22.541588,88.343648,RABINDRA SADAN
N,Y,STOP,,1536,22.573411,88.839673,BHEBIA CHOWRASTHA
N,Y,STOP,,1537,22.521334,88.784206,AMADPUR
N,Y,STOP,,1538,22.542077,88.796551,NIMCHI
N,Y,STOP,,1539,22.552875,88.822749,BHEBIA BUS STOP
N,Y,STOP,,1540,22.559974,88.348347,CTC TENT
N,Y,STOP,,1541,22.539443,88.295907,GARDEN REACH SHIPBUIDERS
N,Y,STOP,,1542,22.547002,88.292456,28 NO. BUS TERMINUS
N,Y,STOP,,1545,22.710834,88.522874,PIRGACHA
N,Y,STOP,,1546,22.710396,88.5276,DHARMATALA (BARASAT)
N,Y,STOP,,1547,22.708907,88.543683,KADAMBAGACHI
N,Y,STOP,,1548,22.70316,88.574423,GOLABARI BAZAR
N,Y,STOP,,1549,22.687565,88.653556,DEGANGA
N,Y,STOP,,1551,22.69559,88.695019,BERACHAMPA BADURIA MORE BUS STAND
N,Y,STOP,,1552,22.722667,88.717127,AGAPUR
N,Y,STOP,,1553,22.733353,88.735197,JADURHATI NATUNHAT
N,Y,STOP,,1554,22.733815,88.77903,DHALIPARA MORE BUS STOP
N,Y,STOP,,1555,22.734788,88.782961,BADURIA BUS STOP
N,Y,STOP,,1559,22.846953,88.631319,KALYANGARH MORE BUS STOP
N,Y,STOP,,1560,22.848009,88.62447,ASHOKENAGAR 8 NO. BUS STOP
N,Y,STOP,,1561,22.838394,88.619534,CHOWRINGEE (ASHOKNAGAR)
N,Y,STOP,,1562,22.833733,88.617133,8 NO KALIBARI BUS STOP
N,Y,STOP,,1563,22.841617,88.587253,HIZLA
N,Y,STOP,,1564,22.842591,88.582444,RAJBARI
N,Y,STOP,,1565,22.848217,88.567283,ISWARIGACHA XING
N,Y,STOP,,1566,22.857372,88.529445,AWALSIDDHA CHOWMATHA
N,Y,STOP,,1567,22.871572,88.49463,DHARIAPUR
N,Y,STOP,,1568,22.879002,88.472247,HAMIDPUR BUS STOP
N,Y,STOP,,1569,22.881889,88.451916,DEBAK (MAMUDPUR)
N,Y,STOP,,1570,22.885292,88.434325,SAHEB COLONY MORE
N,Y,STOP,,1571,22.887338,88.428871,NETRALOK EYE HOSPITAL
N,Y,STOP,,1572,22.889543,88.422067,W.B.S.E.D.C NAIHATI
N,Y,STOP,,1573,22.893414,88.424162,BARDA BRIDGE BUS STOP
N,Y,STOP,,1574,22.895064,88.419208,RAMKRISHNA CINEMA BUS STOP
N,Y,STOP,,1575,22.889185,88.418372,NAIHATI MUNICIPALITY
N,Y,STOP,,1576,22.886642,88.416848,NAIHATI MAHENDRA HIGH SCHOOL
N,Y,STOP,,1577,22.883605,88.415096,NAIHATI BUS STAND
N,Y,STOP,,1580,22.556407,88.357273,ALIMUDDIN STREET XING
N,Y,STOP,,1581,22.552622,88.356136,ELLIOT ROAD XING
N,Y,STOP,,1582,22.600052,88.372952,SHYAM BAZAR TRAM DEPOT
N,Y,STOP,,1583,22.58387,88.349621,BARABAZAR TRAM STOP
N,Y,STOP,,1585,22.565346,88.150474,MOLLICK BAGAN
N,Y,STOP,,1586,22.565241,88.055637,NARIT
N,Y,STOP,,1588,22.560707,88.366865,MOULALI (SN BANERJEE)
N,Y,STOP,,1593,22.573993,88.35363,LAL BAZAR XING
N,Y,STOP,,1596,22.501356,88.345201,Tipu Sultan Mosque
N,Y,STOP,,1597,22.599826,88.366589,RAJBALLAV PARA
N,Y,STOP,,1601,22.593224,88.473489,ALIAH UNIVERSITY
N,Y,STOP,,1602,22.653343,88.330589,SHILPASHREE
N,Y,STOP,,1603,22.649454,88.394343,MATHKOL
N,Y,STOP,,1605,22.652843,88.339914,BALLY    HALT
N,Y,STOP,,1615,22.569297,88.348156,RED CROSS PLACE
N,Y,STOP,,1617,22.527799,88.36058,BALLYGUNGE CIRCULAR ROAD
N,Y,STOP,,1618,22.529964,88.355447,DAVID HARE TRAINING COLLEGE
N,Y,STOP,,1621,22.542366,88.331759,HESTINGS (AJC BOSE)
N,Y,STOP,,1622,22.579709,88.352105,ARMENIAN STREET
N,Y,STOP,,1640,22.580798,88.401176,BENGAL    CHEMICAL
N,Y,STOP,,1643,22.514088,88.395464,SIEMENS
N,Y,STOP,,1646,22.521115,88.398354,TAGORE PARK BUS STOP
N,Y,STOP,,1647,22.535478,88.396717,BASANTI HIGH WAY XING
N,Y,STOP,,1678,22.570948,88.41184,I A BLOCK
N,Y,STOP,,1680,22.505089,88.337249,AMRAPALI
N,Y,STOP,,1681,22.52904,88.345447,PURNA CINEMA
N,Y,STOP,,1682,22.523523,88.343888,HARISH MUKHERJEE & HAZRA ROAD CROSSING
N,Y,STOP,,1683,22.546683,88.340783,VICTORIA MEMORIAL
N,Y,STOP,,1684,22.56301,88.347222,RED ROAD
N,Y,STOP,,1685,22.530028,88.343451,BHAWANIPUR HARISH PARK
N,Y,STOP,,1687,22.549254,88.284957,BICHALI GHAT
N,Y,STOP,,1688,22.543354,88.310631,B N R OFFICE
N,Y,STOP,,1689,22.544294,88.368615,SUHRAWARDY AVENUE
N,Y,STOP,,1691,22.529282,88.372219,BONDEL ROAD 
N,Y,STOP,,1693,22.427175,88.342631,BAKESWAR
N,Y,STOP,,1694,22.430121,88.341269,SAJNABERIA
N,Y,STOP,,1695,22.495261,88.339572,B L SAHA ROAD
N,Y,STOP,,1696,22.413409,88.350431,NEPALGUNGE  HAT
N,Y,STOP,,1697,22.448347,88.334263,RAMJIBAN PUR
N,Y,STOP,,1698,22.456527,88.395765,DAS PARA (PEPSI)
N,Y,STOP,,1699,22.537541,88.354315,ELGIN  & SARAT BOSE ROAD  CROSSING
N,Y,STOP,,1700,22.523482,88.352196,SHISHUMANGAL HOSPITAL
N,Y,STOP,,1701,22.479521,88.355272,NETAJI NAGAR (N S RD)
N,Y,STOP,,1702,22.563749,88.338575,BABUGHAT / BAND STAND
N,Y,STOP,,1703,22.534727,88.353518,CHAKRABERIA & SARAT BOSE RD XING
N,Y,STOP,,1704,22.501944,88.353883,JOGESH CHANDRA COLLEGE
N,Y,STOP,,1705,22.486818,88.351008,ASHOK NAGAR / REJENT PARK
N,Y,STOP,,1706,22.467388,88.30847,THAKURPUKUR PS
N,Y,STOP,,1707,22.490664,88.409918,GREEN LAND MORE
N,Y,STOP,,1708,22.478726,88.406383,1B BUS STAND / SRINAGAR MAIN RD
N,Y,STOP,,1709,22.609396,88.400477,KALINDI
N,Y,STOP,,1710,22.578555,88.419185,12 NO. TANK
N,Y,STOP,,1711,22.575559,88.418002,SUSRUT
N,Y,STOP,,1712,22.571257,88.416307,IC BLOCK / 14 NO. TANK
N,Y,STOP,,1713,22.564393,88.413627,KC BLOCK
N,Y,STOP,,1714,22.578188,88.408712,FALGUNI
N,Y,STOP,,1715,22.365723,88.353635,JULPIA
N,Y,STOP,,1716,22.391746,88.344456,PRASADPUR
N,Y,STOP,,1718,22.456571,88.385261,TENTULTALA  
N,Y,STOP,,1719,22.453185,88.388614,MAHAMAYATALA  
N,Y,STOP,,1720,22.463935,88.379464,GARIA  METRO 
N,Y,STOP,,1721,22.513761,88.359226,VIVEKANANDA PARK
N,Y,STOP,,1722,22.348537,88.437945,BARUIPUR PURATAN BAZAR
N,Y,STOP,,1723,22.344759,88.442786,BARUIPUR  SAHA PARA
N,Y,STOP,,1724,22.334146,88.448255,BARUIPUR  BELIAGHATA
N,Y,STOP,,1725,22.320331,88.453453,BARUIPUR  KUMARHAT
N,Y,STOP,,1726,22.293792,88.462895,SURYAPUR
N,Y,STOP,,1727,22.280122,88.453841,GOCHARAN
N,Y,STOP,,1728,22.291402,88.457301,BALBALIA
N,Y,STOP,,1729,22.311643,88.459546,DHAPDHAPI
N,Y,STOP,,1730,22.273789,88.449257,BELIACHANDI
N,Y,STOP,,1731,22.268363,88.444024,SARBERIA
N,Y,STOP,,1732,22.246272,88.447307,PADMERHAT HOSPITAL
N,Y,STOP,,1733,22.226073,88.448069,DAKSHIN  BARASAT
N,Y,STOP,,1734,22.201359,88.440224,BAHARU
N,Y,STOP,,1735,22.181682,88.426741,DURGAPUR (JOYNAGAR)
N,Y,STOP,,1736,22.170131,88.415606,JOYNAGAR STN
N,Y,STOP,,1737,22.148401,88.400332,BISHNUPUR  SOUTH
N,Y,STOP,,1739,22.141448,88.394357,MATHURAPUR BUS STAND
N,Y,STOP,,1740,22.124183,88.388521,BAPULI BAZAR
N,Y,STOP,,1741,22.462717,88.379906,GARIA SITALA MANDIR
N,Y,STOP,,1743,22.627236,88.465796,MOONBEAM  HSG. / 46B BUS STAND
N,Y,STOP,,1745,22.510787,88.381871,HALTU  RD. & SARAT GHOSH  RD. XING
N,Y,STOP,,1746,22.513602,88.381264,KASBA  RATHTALA  MORE
N,Y,STOP,,1748,22.507868,88.384425,GARFA  MAIN RD. (NANDIBAGAN)
N,Y,STOP,,1749,22.538114,88.311391,B N R OFFICE COLONY
